CUST_ID,TENURE,BALANCE_FREQUENCY_RANGE,PURCHASES_FREQUENCY_RANGE,ONEOFF_PURCHASES_FREQUENCY_RANGE,PURCHASES_INSTALLMENTS_FREQUENCY_RANGE,CASH_ADVANCE_FREQUENCY_RANGE,PRC_FULL_PAYMENT_RANGE,BALANCE_RANGE,PURCHASES_RANGE,ONEOFF_PURCHASES_RANGE,INSTALLMENTS_PURCHASES_RANGE,CASH_ADVANCE_RANGE,CREDIT_LIMIT_RANGE,PAYMENTS_RANGE,MINIMUM_PAYMENTS_RANGE,PURCHASES_TRX_RANGE,CASH_ADVANCE_TRX_RANGE,cluster
C10344,12,10,10,10,9,0,6,1,4,3,3,0,6,4,1,6,0,2
C10345,11,10,0,0,0,10,0,3,0,0,0,3,3,3,3,0,3,1
C10346,12,10,3,0,2,2,0,3,1,0,1,4,5,5,2,1,2,1
C10347,12,2,2,0,2,0,0,1,1,0,1,0,3,2,1,1,0,3
C10348,12,10,10,9,5,0,10,1,4,4,1,0,5,4,1,7,0,2
C10349,12,5,4,0,3,0,8,1,1,0,1,0,3,1,1,1,0,3
C10350,12,10,10,0,10,0,1,4,1,0,1,0,6,5,2,3,0,0
C10351,12,10,2,2,0,2,0,2,1,1,0,3,4,1,1,1,1,3
C10352,12,5,4,4,0,5,8,3,3,3,0,6,5,6,1,2,4,1
C10353,12,10,2,2,0,1,0,3,1,1,0,1,3,2,1,1,1,3
C10354,10,6,1,1,0,0,0,1,1,1,0,0,3,1,1,1,0,3
C10355,12,10,10,9,10,0,10,1,3,3,3,0,5,3,1,7,0,2
C10356,12,5,5,1,5,0,0,1,1,1,1,0,3,1,1,2,0,3
C10357,12,10,10,10,0,0,0,3,1,1,0,0,5,3,1,3,0,2
C10358,12,10,10,5,9,0,0,3,3,1,2,0,3,3,1,6,0,2
C10359,12,10,10,4,10,8,0,4,3,2,3,5,6,5,2,7,4,2
C10360,12,10,7,0,7,0,8,1,1,0,1,0,4,1,1,4,0,0
C10361,12,10,0,0,0,1,0,4,0,0,0,1,6,3,3,0,1,1
C10362,12,10,10,7,5,0,0,3,4,3,2,0,6,5,2,5,0,2
C10364,12,10,5,2,5,5,0,5,3,2,3,5,5,4,4,2,3,1
C10365,12,1,1,1,0,0,0,1,3,3,0,0,4,0,2,1,0,3
C10366,12,2,2,2,0,0,2,1,2,2,0,0,5,2,1,1,0,3
C10367,12,10,10,10,10,0,2,3,4,3,3,0,4,4,1,7,0,2
C10368,12,10,10,3,10,0,10,1,3,1,3,0,6,3,1,4,0,0
C10369,12,10,4,0,4,4,0,5,1,0,1,5,5,3,3,1,4,1
C10370,12,7,0,0,0,1,2,1,0,0,0,3,3,3,1,0,1,3
C10371,12,10,0,0,0,1,0,3,0,0,0,1,3,2,2,0,1,3
C10372,12,10,7,5,3,0,0,2,2,2,1,0,3,1,1,3,0,0
C10373,12,10,0,0,0,3,0,3,0,0,0,1,3,2,1,0,1,3
C10374,8,8,7,4,4,0,0,1,1,1,1,0,6,1,1,2,0,0
C10375,12,10,10,3,7,3,5,3,5,4,3,6,5,6,2,6,5,2
C10376,12,10,1,1,0,3,0,2,1,1,0,2,3,1,1,1,2,3
C10377,12,10,10,0,10,0,0,3,3,0,3,0,3,3,3,7,0,0
C10378,12,10,1,1,0,0,3,1,1,1,0,0,3,3,3,1,0,3
C10379,12,10,10,0,10,0,0,5,3,0,3,0,5,3,5,6,0,2
C10380,12,10,0,0,0,5,0,5,0,0,0,4,5,3,3,0,2,1
C10381,12,10,0,0,0,3,1,5,0,0,0,4,5,6,3,0,1,1
C10382,12,10,10,10,3,0,9,1,5,5,1,0,6,5,1,6,0,2
C10383,12,10,10,2,10,2,0,5,3,1,3,3,5,3,4,5,1,2
C10384,12,2,0,0,0,1,0,1,0,0,0,3,3,0,2,0,1,3
C10385,12,10,10,10,10,0,1,3,5,4,3,0,4,4,1,7,0,2
C10386,12,10,10,0,10,0,0,3,3,0,3,0,3,3,4,5,0,0
C10387,12,6,2,2,0,0,0,1,1,1,0,0,5,1,1,1,0,3
C10388,12,10,10,8,9,0,0,6,5,3,4,0,6,4,3,6,0,2
C10389,12,7,6,0,6,0,10,1,3,0,3,0,3,3,1,2,0,0
C10390,12,10,2,2,0,0,0,1,1,1,0,0,3,2,1,2,0,3
C10391,12,10,0,0,0,2,0,3,0,0,0,1,3,1,2,0,1,3
C10392,12,10,2,0,2,2,0,6,1,0,1,2,6,4,4,1,1,1
C10393,12,10,0,0,0,1,0,2,0,0,0,1,3,3,1,0,1,3
C10395,12,8,3,3,0,4,0,3,1,1,0,3,3,2,4,1,2,1
C10396,12,3,1,1,0,0,0,1,1,1,0,0,5,1,1,1,0,3
C10397,12,10,10,8,8,0,10,2,5,4,3,0,4,5,1,6,0,2
C10398,10,3,1,1,0,2,0,2,1,1,0,4,5,1,2,1,1,3
C10399,12,10,1,1,0,0,0,3,1,1,0,0,3,1,2,1,0,3
C10400,12,10,0,0,0,3,0,5,0,0,0,4,5,2,6,0,1,1
C10402,12,10,10,0,10,0,6,1,2,0,2,0,3,2,1,5,0,0
C10403,12,10,6,0,5,0,0,1,1,0,1,0,4,1,1,2,0,0
C10404,12,10,2,2,0,0,0,2,1,1,0,0,4,1,1,1,0,3
C10405,12,10,10,10,0,0,1,3,2,2,0,0,5,4,1,3,0,2
C10406,12,9,3,1,2,1,1,3,3,3,3,1,4,4,1,1,1,2
C10407,12,10,10,3,10,2,0,6,6,3,6,3,6,5,6,8,2,2
C10408,12,10,5,0,5,0,0,1,2,0,2,0,2,1,1,2,0,0
C10409,12,10,0,0,0,1,0,3,0,0,0,3,5,2,2,0,1,1
C10410,12,10,7,3,5,0,0,4,1,1,1,0,5,3,3,3,0,0
C10411,6,10,4,2,2,2,3,2,3,3,1,3,3,3,1,1,2,3
C10412,12,10,0,0,0,3,0,5,0,0,0,3,6,3,3,0,2,1
C10413,12,10,10,2,9,4,0,3,2,1,2,3,4,2,1,5,2,0
C10414,12,10,8,2,7,0,0,1,3,1,3,0,4,3,1,3,0,0
C10415,12,10,10,0,10,0,0,3,2,0,2,0,3,3,3,5,0,0
C10416,8,9,9,2,8,7,0,4,2,1,2,5,5,2,3,2,5,1
C10417,12,10,10,10,9,0,3,1,3,3,2,0,6,3,1,6,0,2
C10419,12,10,0,0,0,3,0,5,0,0,0,4,5,0,2,0,1,1
C10420,12,10,5,1,4,0,0,4,3,2,2,0,5,5,2,2,0,2
C10421,12,4,4,1,3,0,0,1,2,1,1,0,3,0,2,1,0,3
C10422,12,10,0,0,0,1,0,3,0,0,0,1,3,1,2,0,1,3
C10423,12,10,0,0,0,4,0,4,0,0,0,3,4,4,2,0,2,1
C10424,12,4,3,2,2,0,10,1,3,1,3,0,6,5,1,1,0,0
C10425,11,10,0,0,0,1,0,3,0,0,0,1,5,2,1,0,1,3
C10426,12,10,10,10,6,0,4,1,3,1,2,0,5,3,1,5,0,2
C10427,8,2,2,0,2,0,0,1,1,0,1,0,3,0,2,1,0,3
C10428,12,10,1,1,0,3,0,4,1,1,0,4,5,3,3,1,2,1
C10429,12,10,10,0,10,0,0,1,3,0,3,0,5,2,1,4,0,0
C10430,12,10,10,2,10,0,0,2,4,1,4,0,5,4,1,8,0,2
C10431,12,10,2,2,0,0,0,5,1,1,0,0,6,3,4,1,0,1
C10432,12,10,10,6,10,0,0,5,4,3,3,0,5,4,3,7,0,2
C10433,12,6,6,1,5,0,4,1,3,3,1,0,5,3,1,3,0,0
C10434,12,10,10,1,10,3,0,3,3,1,2,4,4,4,2,5,1,2
C10435,12,10,5,1,5,2,2,1,3,1,3,1,3,3,1,2,1,0
C10436,12,10,0,0,0,3,0,3,0,0,0,1,3,1,1,0,1,3
C10437,12,10,0,0,0,2,0,4,0,0,0,4,4,0,2,0,1,1
C10438,12,10,10,8,10,0,0,5,5,3,4,0,6,5,3,7,0,2
C10439,12,10,9,0,9,4,0,3,2,0,2,3,5,5,1,4,2,1
C10441,12,10,5,4,4,1,0,4,2,1,1,4,4,3,2,4,1,1
C10442,12,10,0,0,0,1,0,2,0,0,0,3,5,1,1,0,1,3
C10443,11,10,0,0,0,1,0,3,0,0,0,1,3,1,2,0,1,3
C10444,12,10,1,1,0,7,0,5,1,1,0,4,5,3,3,1,4,1
C10445,12,10,0,0,0,5,0,5,0,0,0,5,5,3,3,0,3,1
C10446,11,10,0,0,0,1,0,5,0,0,0,4,5,5,3,0,1,1
C10447,12,10,10,0,10,7,0,4,1,0,1,5,4,5,3,5,5,1
C10448,12,7,3,3,0,0,0,2,3,3,0,0,3,1,1,1,0,3
C10449,12,10,0,0,0,1,0,4,0,0,0,3,5,3,3,0,1,1
C10450,12,9,0,0,0,1,2,2,0,0,0,3,3,3,1,0,1,3
C10451,12,10,1,1,0,4,0,5,1,1,0,5,5,5,3,1,3,1
C10452,12,10,10,0,9,3,0,4,1,0,1,1,4,3,3,3,1,0
C10453,12,10,10,4,10,1,0,4,3,3,1,1,6,3,3,6,1,2
C10454,12,10,0,0,0,1,0,2,0,0,0,1,3,2,1,0,1,3
C10455,12,10,10,10,0,3,0,4,2,2,0,3,5,2,3,3,2,1
C10456,12,4,1,1,0,0,3,1,1,1,0,0,3,2,1,1,0,3
C10457,10,9,0,0,0,4,1,5,0,0,0,6,6,5,3,0,3,1
C10458,12,9,0,0,0,3,0,3,0,0,0,3,3,3,1,0,1,3
C10459,11,10,9,0,7,0,0,2,2,0,2,0,4,2,1,2,0,0
C10460,12,10,8,8,0,0,0,4,4,4,0,0,4,3,2,5,0,2
C10461,12,10,5,1,5,1,0,5,3,1,3,3,5,4,4,4,1,2
C10462,12,10,10,4,10,0,0,2,3,1,3,0,3,3,1,6,0,0
C10463,12,5,3,3,0,0,0,1,2,2,0,0,6,2,1,2,0,3
C10466,12,10,0,0,0,1,0,3,0,0,0,1,3,1,1,0,1,3
C10467,12,6,5,1,5,0,8,1,1,1,1,0,4,1,1,2,0,0
C10468,12,10,10,10,0,0,0,3,3,3,0,0,3,3,1,5,0,2
C10469,12,10,8,8,0,0,0,4,3,3,0,0,5,3,3,5,0,2
C10470,12,10,8,2,7,2,0,4,3,1,3,1,4,4,5,6,1,2
C10471,6,10,9,0,9,10,0,5,1,0,1,4,6,3,3,1,2,1
C10472,8,9,9,9,5,3,0,3,3,3,1,3,4,1,1,5,1,2
C10473,11,9,7,1,6,0,7,1,2,1,2,0,5,2,1,2,0,0
C10474,12,10,10,0,10,0,5,1,3,0,3,0,5,3,1,4,0,0
C10475,12,10,7,5,5,0,0,1,3,2,1,0,3,1,1,3,0,0
C10476,12,10,4,1,3,1,0,3,1,1,1,1,3,1,1,2,1,3
C10477,12,10,4,3,5,1,5,3,4,3,3,2,6,5,2,6,1,2
C10478,12,10,10,10,4,0,0,2,3,3,1,0,5,2,1,4,0,2
C10480,12,10,10,2,10,0,4,1,4,1,4,0,3,4,1,6,0,0
C10481,12,10,9,4,8,0,0,3,2,1,1,0,3,2,2,5,0,0
C10482,12,10,10,2,10,1,0,2,2,1,2,1,3,3,1,4,1,0
C10483,12,10,0,0,0,1,0,2,0,0,0,1,3,2,1,0,1,3
C10484,12,10,0,0,0,6,0,4,0,0,0,3,5,3,3,0,4,1
C10485,12,10,10,7,9,0,0,3,3,3,1,0,3,3,1,6,0,2
C10486,12,10,10,0,10,1,3,1,2,0,2,1,5,3,1,3,1,0
C10487,12,10,10,9,10,4,0,5,4,3,3,4,6,3,4,8,3,2
C10488,12,4,2,2,0,0,0,1,3,3,0,0,5,4,1,1,0,3
C10489,12,10,2,2,0,6,2,5,1,1,0,6,5,6,3,1,4,1
C10490,12,10,0,0,0,5,0,4,0,0,0,3,4,3,2,0,2,1
C10491,12,10,10,5,10,0,0,3,3,2,3,0,5,3,3,6,0,2
C10492,12,10,0,0,0,1,0,3,0,0,0,1,3,2,1,0,1,3
C10493,12,10,4,0,4,0,0,3,1,0,1,0,3,1,1,1,0,3
C10494,12,10,2,0,2,0,0,4,1,0,1,0,6,4,4,1,0,1
C10495,12,10,9,3,6,2,0,4,3,3,1,3,4,3,3,5,1,2
C10497,12,8,10,7,10,0,3,1,5,4,3,0,6,4,1,6,0,2
C10498,11,10,0,0,0,2,0,4,0,0,0,3,4,2,3,0,1,1
C10501,12,10,1,1,0,0,0,2,1,1,0,0,5,2,1,1,0,3
C10502,12,6,5,0,5,0,6,1,1,0,1,0,5,3,1,2,0,0
C10503,12,10,10,6,9,0,4,1,4,3,3,0,5,3,1,5,0,2
C10504,12,6,0,0,0,3,0,1,0,0,0,6,5,6,1,0,1,1
C10505,12,8,0,0,0,4,0,1,0,0,0,2,3,1,1,0,3,3
C10506,12,10,10,10,5,0,10,1,4,3,1,0,6,2,1,5,0,2
C10507,12,10,10,10,0,0,10,1,5,5,0,0,5,5,1,7,0,2
C10508,12,10,0,0,0,5,0,4,0,0,0,3,4,3,3,0,3,1
C10509,12,10,10,10,10,0,7,1,4,3,3,0,5,4,1,6,0,2
C10510,12,10,2,2,0,4,0,5,1,1,0,4,6,3,3,1,3,1
C10511,12,8,8,8,2,0,6,1,3,2,2,0,6,3,1,4,0,2
C10512,12,10,10,4,10,3,0,4,4,3,3,3,5,3,3,5,2,2
C10513,12,10,0,0,0,4,0,6,0,0,0,3,6,3,3,0,2,1
C10514,12,10,10,10,10,0,6,2,5,5,2,0,5,5,1,8,0,2
C10515,12,10,3,3,1,1,1,2,3,3,1,3,4,1,1,3,1,3
C10516,12,10,10,10,1,2,0,4,2,2,1,2,5,2,2,4,1,2
C10517,12,10,3,3,0,7,0,6,1,1,0,4,6,4,4,1,5,1
C10518,12,10,0,0,0,3,0,3,0,0,0,2,4,2,2,0,1,3
C10519,12,10,0,0,0,6,0,3,0,0,0,2,3,3,3,0,4,1
C10520,12,7,5,0,4,0,10,1,2,0,2,0,5,3,1,1,0,0
C10521,12,10,9,9,1,0,0,3,2,2,1,0,3,3,3,3,0,2
C10522,12,10,10,2,10,1,0,3,3,1,3,1,3,2,1,4,1,0
C10523,12,10,9,7,5,0,1,6,6,6,1,0,6,6,6,8,0,2
C10524,12,10,6,6,0,0,10,1,2,2,0,0,6,2,1,3,0,2
C10525,11,10,10,4,10,0,0,2,3,2,3,0,4,2,1,5,0,2
C10526,12,9,9,0,9,0,3,1,1,0,1,0,4,3,1,2,0,0
C10527,12,8,6,0,6,0,10,1,1,0,1,0,3,2,1,2,0,0
C10528,12,10,9,0,8,0,0,3,2,0,2,0,3,2,3,4,0,0
C10529,12,10,10,10,4,0,10,3,6,6,4,0,6,6,2,8,0,2
C10530,12,10,0,0,0,2,0,3,0,0,0,1,3,2,3,0,1,3
C10532,12,10,10,10,6,3,0,5,3,3,1,3,6,3,3,7,1,2
C10533,12,10,9,0,8,0,7,1,1,0,1,0,4,1,1,3,0,0
C10534,12,10,10,5,10,0,3,3,6,4,5,0,6,6,1,7,0,2
C10535,12,10,1,1,0,5,0,4,3,3,0,6,5,4,2,2,2,1
C10536,12,10,8,3,6,2,0,4,3,1,3,3,4,4,4,3,1,2
C10537,12,10,10,5,10,0,1,3,4,3,3,0,6,4,1,6,0,2
C10538,12,10,10,10,0,0,10,1,2,2,0,0,5,2,1,3,0,2
C10539,12,10,0,0,0,3,0,3,0,0,0,3,3,1,1,0,2,3
C10540,12,2,0,0,0,1,0,2,0,0,0,5,6,0,2,0,1,3
C10542,12,10,10,0,10,0,10,1,2,0,2,0,6,2,1,4,0,0
C10543,12,10,6,0,6,0,0,3,1,0,1,0,3,2,6,3,0,0
C10544,8,10,5,5,0,10,0,6,2,2,0,4,6,3,4,2,5,1
C10545,12,10,10,1,10,0,0,4,3,1,3,0,4,4,5,5,0,2
C10546,12,5,0,0,0,2,0,2,0,0,0,3,3,2,2,0,2,3
C10547,12,10,10,1,10,0,0,1,3,1,2,0,5,3,1,5,0,0
C10548,12,10,10,9,8,0,0,4,4,4,3,0,5,3,2,6,0,2
C10549,12,10,0,0,0,3,0,3,0,0,0,1,3,1,1,0,1,3
C10550,10,10,2,2,0,8,0,5,1,1,0,6,5,4,3,1,6,1
C10551,12,9,1,1,0,2,0,4,3,3,0,5,6,2,2,1,1,1
C10552,12,10,10,3,9,0,4,1,2,1,1,0,5,2,1,3,0,0
C10553,9,10,10,2,9,2,0,3,3,2,2,1,3,2,3,2,1,0
C10554,12,10,9,0,9,0,4,1,3,0,3,0,3,3,1,3,0,0
C10555,12,10,10,5,10,1,0,3,3,3,3,1,3,3,2,6,1,2
C10556,12,10,5,1,4,0,0,3,1,1,1,0,4,1,1,2,0,3
C10557,12,10,6,2,5,2,0,3,2,1,2,3,5,2,2,3,1,1
C10558,12,10,10,6,10,0,1,3,4,4,1,0,5,5,3,5,0,2
C10559,12,2,1,1,0,0,0,1,3,3,0,0,6,5,1,1,0,3
C10560,12,10,10,9,7,0,1,4,5,4,3,0,6,3,2,7,0,2
C10561,12,10,7,7,0,8,0,5,3,3,0,4,6,3,3,4,3,1
C10562,12,5,4,4,0,0,5,1,2,2,0,0,4,3,1,2,0,3
C10563,12,10,10,7,10,8,0,5,3,3,2,3,4,5,5,7,5,2
C10564,12,10,10,0,10,1,0,3,3,0,3,1,3,3,3,6,1,0
C10565,12,3,3,2,2,0,10,1,2,1,1,0,5,3,1,2,0,3
C10566,12,10,1,0,1,9,0,3,1,0,1,5,3,4,1,1,8,1
C10567,6,9,4,4,0,0,4,1,1,1,0,0,5,2,1,1,0,3
C10568,11,10,9,9,0,0,9,2,5,5,0,0,6,5,1,3,0,2
C10569,12,10,10,8,9,0,0,5,4,3,3,0,5,3,3,7,0,2
C10570,12,10,9,9,0,0,10,2,5,5,0,0,6,4,1,5,0,2
C10571,12,10,10,0,10,0,0,1,3,0,3,0,3,3,3,3,0,0
C10572,10,8,8,8,0,0,10,1,4,4,0,0,6,4,1,6,0,2
C10573,6,9,5,5,0,2,0,3,3,3,0,1,3,1,1,2,1,3
C10574,12,10,10,10,10,1,3,6,6,6,5,2,6,6,3,8,1,2
C10575,12,10,10,7,8,2,0,5,4,4,2,3,5,4,5,6,2,2
C10576,12,10,4,4,0,7,0,5,1,1,0,5,5,5,5,1,3,1
C10577,12,10,7,7,0,3,0,3,3,3,0,3,5,3,1,4,2,2
C10578,11,9,1,1,0,7,2,3,3,3,0,5,5,6,1,1,4,1
C10579,12,10,10,0,10,0,0,1,3,0,3,0,4,3,1,6,0,0
C10580,12,10,0,0,0,1,0,4,0,0,0,3,4,3,3,0,1,1
C10581,6,10,7,2,4,9,0,5,1,1,1,5,5,3,3,1,7,1
C10582,12,10,0,0,0,7,0,5,0,0,0,3,5,3,3,0,2,1
C10583,12,10,3,3,0,2,0,1,1,1,0,1,3,1,1,1,1,3
C10584,12,10,10,5,10,0,9,3,6,3,5,0,5,5,1,8,0,2
C10585,12,10,0,0,0,2,0,2,0,0,0,3,3,3,1,0,1,3
C10586,12,10,3,0,3,0,0,3,1,0,1,0,2,1,5,1,0,3
C10587,12,10,10,10,9,0,9,3,6,6,3,0,5,6,1,7,0,2
C10588,12,10,0,0,0,3,0,3,0,0,0,1,3,1,1,0,1,3
C10589,12,10,10,0,10,0,3,4,4,0,4,0,6,6,3,7,0,2
C10590,12,10,7,7,0,0,10,1,1,1,0,0,6,2,1,4,0,0
C10591,12,10,10,0,10,0,0,4,3,0,3,0,3,1,6,3,0,0
C10592,12,8,5,3,2,0,4,1,1,1,1,0,6,1,1,2,0,3
C10593,10,10,3,3,0,3,0,5,2,2,0,2,6,3,3,1,1,1
C10594,12,10,4,4,0,0,0,3,3,3,0,0,4,2,2,2,0,3
C10595,12,10,0,0,0,1,0,3,0,0,0,4,4,1,6,0,2,1
C10596,12,10,0,0,0,1,0,3,0,0,0,3,5,2,2,0,1,1
C10597,12,1,1,1,0,0,0,1,1,1,0,0,6,0,2,1,0,3
C10598,12,10,10,10,0,0,0,4,6,6,0,0,6,5,3,8,0,2
C10599,12,8,5,0,5,0,0,3,1,0,1,0,3,4,1,1,0,3
C10600,12,10,0,0,0,3,0,5,0,0,0,2,5,3,4,0,1,1
C10601,12,10,5,4,3,3,0,5,3,3,1,3,5,3,3,2,1,1
C10602,12,10,5,5,0,0,0,3,3,3,0,0,5,3,1,2,0,2
C10603,12,10,1,1,0,0,0,1,2,2,0,0,5,2,1,1,0,3
C10604,12,10,0,0,0,4,1,3,0,0,0,3,4,4,2,0,2,1
C10605,12,10,10,8,8,0,10,1,4,3,3,0,6,3,1,6,0,2
C10606,12,10,0,0,0,1,0,5,0,0,0,4,5,4,3,0,1,1
C10607,12,10,0,0,0,2,0,4,0,0,0,3,4,2,3,0,2,1
C10608,12,10,10,6,10,0,0,3,6,5,3,0,6,5,2,7,0,2
C10609,12,10,10,10,10,1,0,6,5,5,1,3,6,6,4,7,1,2
C10610,12,5,1,1,0,0,0,1,1,1,0,0,3,1,1,1,0,3
C10611,12,10,10,10,10,0,10,3,6,6,4,0,5,6,2,7,0,2
C10612,12,6,4,2,3,0,2,1,1,1,1,0,4,2,1,2,0,3
C10613,12,10,10,10,3,5,0,4,3,3,1,4,5,5,2,5,2,2
C10615,12,10,10,3,10,0,0,3,3,2,2,0,5,2,2,6,0,2
C10616,12,10,10,10,10,0,0,5,6,5,3,0,6,6,3,7,0,2
C10617,12,10,5,5,0,0,0,3,3,3,0,0,4,2,2,4,0,2
C10618,11,10,0,0,0,4,0,3,0,0,0,3,3,4,3,0,1,1
C10619,12,10,3,3,0,1,0,3,1,1,0,1,3,3,2,1,1,3
C10620,12,6,5,0,5,0,2,1,1,0,1,0,4,1,1,2,0,0
C10621,12,4,1,1,0,3,0,1,2,2,0,3,3,4,1,1,3,3
C10622,12,10,10,10,4,0,0,5,3,3,1,0,6,3,3,6,0,2
C10623,12,10,10,10,2,2,3,1,3,3,1,1,4,3,1,6,1,2
C10624,12,10,1,0,1,0,0,2,1,0,1,0,2,3,1,1,0,3
C10625,11,10,7,7,0,4,0,4,1,1,0,4,4,4,2,2,2,1
C10626,11,10,0,0,0,4,0,3,0,0,0,1,3,2,2,0,1,3
C10627,12,10,0,0,0,5,0,5,0,0,0,6,6,3,3,0,3,1
C10628,12,10,6,2,5,0,0,2,2,1,1,0,5,2,1,2,0,0
C10629,12,10,7,7,0,0,0,3,2,2,0,0,5,2,2,4,0,2
C10630,12,6,5,5,0,0,8,1,3,3,0,0,3,4,1,2,0,3
C10631,12,10,9,0,8,5,0,5,1,0,1,5,5,3,3,2,2,1
C10632,12,7,7,0,7,0,8,1,3,0,3,0,5,3,1,2,0,0
C10633,12,10,10,0,10,5,0,4,1,0,1,3,5,3,2,3,3,1
C10634,12,10,10,5,10,0,0,3,3,2,2,0,4,3,1,7,0,2
C10635,12,10,10,10,10,10,0,5,4,3,3,6,5,6,3,7,7,1
C10636,12,9,1,1,0,1,1,3,1,1,0,3,5,5,2,1,1,1
C10637,12,10,10,10,10,0,8,1,3,2,1,0,5,3,1,5,0,2
C10638,12,10,10,5,10,3,0,5,3,2,2,3,5,3,4,6,2,2
C10639,12,10,1,1,0,1,0,4,1,1,0,3,4,2,3,1,1,1
C10640,12,10,0,0,0,10,0,5,0,0,0,4,6,3,3,0,7,1
C10641,12,10,10,10,10,0,10,2,5,3,5,0,5,5,1,7,0,2
C10642,12,10,10,0,10,1,0,3,2,0,2,3,4,2,2,5,1,0
C10643,10,3,2,0,2,0,5,1,1,0,1,0,4,1,1,1,0,3
C10644,12,10,10,6,10,0,0,4,5,5,3,0,6,3,3,7,0,2
C10645,12,10,10,10,10,0,1,3,5,4,5,0,5,5,1,8,0,2
C10646,12,5,0,0,0,1,2,1,0,0,0,1,3,1,1,0,1,3
C10647,12,10,9,7,8,5,3,5,5,5,2,4,6,5,3,8,3,2
C10648,12,10,10,1,10,0,1,1,1,1,1,0,4,1,1,5,0,0
C10649,12,10,10,10,6,0,1,4,6,6,1,0,5,5,2,7,0,2
C10650,12,10,7,7,0,0,0,3,2,2,0,0,3,3,3,4,0,2
C10651,10,9,9,2,8,0,2,2,3,1,3,0,3,2,1,4,0,0
C10652,12,10,7,5,4,1,0,3,3,2,1,1,4,3,2,5,1,2
C10653,12,10,10,9,10,2,1,3,4,3,3,3,4,5,3,8,3,2
C10654,12,10,10,10,10,0,9,2,5,4,4,0,5,5,1,7,0,2
C10655,12,10,10,0,10,0,1,1,3,0,3,0,3,3,1,7,0,0
C10656,12,10,0,0,0,1,0,3,0,0,0,3,3,3,1,0,1,3
C10657,12,7,1,1,0,0,0,1,1,1,0,0,6,2,1,1,0,3
C10658,11,10,9,2,9,2,1,3,2,1,2,5,3,5,3,3,2,1
C10659,12,10,6,4,4,5,2,4,4,2,3,6,6,6,4,4,5,1
C10660,12,7,5,4,4,0,3,1,2,1,1,0,5,2,1,2,0,0
C10661,12,10,0,0,0,2,0,3,0,0,0,1,3,2,1,0,1,3
C10662,12,6,0,0,0,1,0,5,0,0,0,5,6,4,4,0,1,1
C10663,12,10,0,0,0,1,0,1,0,0,0,1,4,1,1,0,1,3
C10665,12,10,10,7,10,0,10,1,3,3,2,0,5,3,1,5,0,2
C10666,12,10,10,7,8,0,3,1,3,3,3,0,5,3,1,5,0,2
C10667,12,10,0,0,0,7,0,4,0,0,0,2,4,3,3,0,2,1
C10668,12,10,10,7,8,0,10,1,4,3,3,0,6,4,1,5,0,2
C10669,12,10,10,6,10,0,0,6,5,4,3,0,6,5,5,7,0,2
C10670,12,10,10,10,10,3,3,3,5,4,3,3,6,5,1,7,1,2
C10671,12,10,10,6,10,0,10,3,6,3,6,0,6,6,1,8,0,2
C10672,12,10,3,3,0,6,0,5,1,1,0,3,5,3,3,1,3,1
C10673,12,10,10,10,4,0,0,5,3,3,1,0,6,3,3,6,0,2
C10674,12,10,5,0,4,5,5,1,2,0,2,4,4,5,1,1,3,1
C10675,12,10,0,0,0,2,0,3,0,0,0,3,3,1,6,0,1,1
C10676,9,10,10,0,9,5,0,3,1,0,1,3,3,2,2,2,1,1
C10677,12,10,10,3,10,4,0,3,3,1,3,3,3,2,2,7,1,2
C10678,11,10,10,10,10,0,0,5,6,6,4,0,6,5,3,8,0,2
C10679,11,4,3,0,3,0,10,1,1,0,1,0,6,3,1,1,0,3
C10680,12,0,0,0,0,1,0,0,0,0,0,1,5,0,2,0,1,3
C10681,12,10,10,5,10,1,3,3,5,4,4,2,4,5,3,7,1,2
C10682,12,9,8,2,6,0,10,2,4,3,4,0,4,5,1,3,0,2
C10683,12,3,2,2,0,0,0,1,1,1,0,0,3,1,1,1,0,3
C10684,12,10,10,5,10,5,1,4,5,3,4,5,5,6,3,8,7,2
C10685,12,2,2,0,2,0,2,1,1,0,1,0,3,2,1,2,0,3
C10686,12,10,2,2,1,0,1,3,3,2,2,0,5,4,2,5,0,2
C10688,12,10,10,10,0,0,7,1,4,4,0,0,5,4,1,6,0,2
C10689,12,10,10,10,0,2,0,2,3,3,0,1,6,3,1,5,1,2
C10690,12,10,1,1,0,2,1,2,1,1,0,3,3,3,1,1,1,3
C10691,12,10,10,5,8,0,0,3,3,3,2,0,5,5,2,6,0,2
C10692,12,9,6,3,5,0,3,1,2,1,1,0,6,2,1,5,0,0
C10693,12,10,10,0,10,0,0,3,1,0,1,0,3,1,6,4,0,0
C10694,8,2,2,2,0,0,0,1,1,1,0,0,3,0,2,1,0,3
C10695,12,10,10,10,10,0,10,1,4,3,3,0,5,4,1,7,0,2
C10696,12,10,3,3,0,2,0,6,6,6,0,3,6,5,5,2,1,2
C10697,12,10,4,4,0,1,0,3,1,1,0,3,4,3,2,2,1,1
C10698,10,9,0,0,0,3,0,3,0,0,0,4,4,2,3,0,1,1
C10699,12,10,10,3,10,0,0,2,3,2,3,0,6,3,1,5,0,2
C10700,12,10,7,0,6,1,0,3,2,0,2,1,3,2,3,2,1,0
